h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0.002211035,0.0,0.069387368,0.346903961,0.478494313,0.48254511,0.479381569,0.477871911,0.478678879,0.474441071,0.473982517,0.475567318,0.410310978,0.428031826,0.721804431,0.889246676,1.0,1.0,1.0,0.955892742,0.437608656,0.306877646,0.112110873
0.000317518,0.0,0.051889871,0.31427928,0.46043083,0.469700622,0.46103821,0.463942307,0.460147036,0.469563424,0.470259068,0.482825668,0.467378464,0.404809522,0.728064751,0.934226528,1.0,1.0,1.0,1.0,0.856133233,0.483396254,0.373094259
0.180543094,0.179445372,0.246937358,0.497995297,0.58826974,0.71870282,0.565107125,0.57255215,0.572010685,0.574242344,0.577444066,0.575746133,0.553693554,0.562102499,0.785459831,0.998153547,1.0,1.0,1.0,0.851586483,0.495967527,0.0,0.245163934
0.0,0.003305448,0.083483073,0.447009306,0.463065638,0.487427454,0.462597071,0.484947166,0.462667054,0.473977392,0.454252354,0.47800835,0.484910545,0.386629118,0.646630213,0.833316365,1.0,1.0,1.0,1.0,0.998929491,0.701712461,0.441132311
0.181176346,0.180339386,0.244400815,0.463805282,0.566485211,0.570799797,0.563450038,0.569532897,0.573672977,0.57153975,0.570313506,0.564756225,0.519410756,0.515490607,0.79137883,0.957080676,1.0,1.0,1.0,0.949376528,0.471930547,0.0,0.259814879
0.0,0.005323189,0.066814304,0.354941555,0.479094928,0.500189224,0.475129742,0.485185166,0.487421295,0.486576716,0.487096593,0.474333226,0.353402965,0.35729295,0.558980636,0.826944971,0.999552422,1.0,1.0,1.0,1.0,0.774700274,0.347457503
0.176572083,0.180400168,0.206300378,0.0,0.536871041,0.569339436,0.564285666,0.573787016,0.573705901,0.574962256,0.574962256,0.574962256,0.0,0.435979277,0.653717915,0.862443384,0.99915792,1.0,1.0,1.0,1.0,1.0,0.925115319
0.175199058,0.181902056,0.1898042,0.0,0.521752178,0.566547682,0.555732934,0.574962256,0.574962256,0.574224249,0.552652708,0.559883062,0.574962256,0.446897367,0.590221802,0.770099773,0.862443384,0.990154421,1.0,1.0,1.0,1.0,0.996385319
0.00064545,0.0,0.062760158,0.34652697,0.487652493,0.477138511,0.478047008,0.475150754,0.472620637,0.475935971,0.473546327,0.465495935,0.459731279,0.376619995,0.706760931,0.89646127,1.0,1.0,1.0,0.995184259,0.570101484,0.37827263,0.13182442
0.002494188,0.0,0.094645026,0.471587387,0.700254,0.72161322,0.495676226,0.481739863,0.481258418,0.502814684,0.580874031,0.656651116,0.538331029,0.615464227,0.832649508,0.999999943,1.0,1.0,0.999998002,0.746337268,0.409185184,0.308027982,0.128306587
0.181193565,0.179532383,0.265890997,0.599902462,0.642294296,0.71870282,0.569549696,0.574531781,0.577105584,0.574133298,0.688474446,0.650804669,0.566472953,0.585478831,0.850810553,1.0,1.0,1.0,0.999993992,0.842939967,0.488743913,0.0,0.28677279
0.4642655,0.177229157,0.021360741,0.013445292,0.0,0.185595673,0.497415355,0.604517266,0.640520693,0.824961634,0.659749749,0.621786396,0.617300874,0.774613148,0.971126621,0.921220992,1.0,0.980195313,0.894891811,0.605697537,0.481774104,0.185595673,0.013026998
0.443276488,0.240019359,0.180647689,0.177260637,0.192940489,0.0,0.497400324,0.567795865,0.575985266,0.577692327,0.573123744,0.571498031,0.571480571,0.565571768,0.784397459,0.968651311,1.0,1.0,1.0,1.0,1.0,1.0,0.999556393
0.835495863,0.147897749,0.019345454,0.0,0.093077779,0.319797278,0.723892834,0.893804697,0.99972628,0.999205752,0.997584771,0.867454805,0.782942072,0.843305112,0.993689236,1.0,1.0,1.0,0.998245525,0.72880453,0.343394372,0.147897749,0.02337683
0.431221692,0.258414406,0.180072892,0.173012177,0.195732019,0.0,0.46915368,0.573574744,0.575235544,0.571079338,0.572491122,0.577172981,0.577560744,0.575673602,0.741327521,0.862443384,0.997371726,0.997978587,0.996610883,1.0,1.0,1.0,1.0
0.178146199,0.181005467,0.200759949,0.0,0.475818979,0.570036431,0.568164159,0.574962256,0.574962256,0.574962256,0.571215513,0.574962256,0.0,0.431221692,0.66997103,0.80000712,0.935314813,0.992242422,1.0,0.974217036,0.952639401,0.993826495,0.999844394
0.001680849,0.0,0.078811926,0.413765754,0.657029709,0.653805616,0.474783754,0.482685549,0.481462623,0.481957443,0.48284256,0.483094542,0.472766238,0.468526485,0.737695941,0.991212553,1.0,1.0,1.0,0.937893012,0.369677019,0.306616325,0.129266852
0.0,0.004733039,0.065252513,0.311243482,0.475145292,0.486432942,0.467723918,0.485304709,0.457155676,0.483566954,0.484738785,0.484188464,0.459004353,0.467603778,0.72155996,0.833427164,0.956924398,0.994518549,0.999999713,1.0,0.999513087,0.69114497,0.456781963
0.001361149,0.0,0.062566678,0.38581417,0.45419612,0.480716912,0.481918569,0.464014259,0.460102036,0.463832534,0.471817706,0.468272533,0.481727624,0.419376601,0.708433278,0.890423357,0.999940245,0.999976543,1.0,0.942114414,0.437160233,0.311920788,0.131185751
0.833363073,0.137011601,0.00883557,0.0,0.055972636,0.311099469,0.664994941,0.833363073,0.952833561,0.999730734,0.998492764,0.941695246,0.797225373,0.833363073,0.994330822,0.999961404,0.999961404,1.0,0.995686126,0.678366293,0.354172963,0.137011601,0.005268839
0.00524288,0.004051995,0.109020528,0.424477671,0.738044949,0.720471122,0.468338782,0.478744131,0.482367864,0.483963842,0.482867039,0.481522489,0.483160314,0.514899014,0.82802586,0.999916626,1.0,1.0,0.998788201,0.743226522,0.362897847,0.134527357,0.0
0.287481128,0.22614435,0.180863815,0.178029379,0.179974397,0.0,0.0,0.528368759,0.55620764,0.573388369,0.573990438,0.574416854,0.517718326,0.559963697,0.613123191,0.78530956,0.862443384,0.862443384,0.866829568,0.999291328,1.0,1.0,1.0
0.0,0.288756866,0.184422501,0.181523174,0.17068581,0.283253223,0.453373938,0.688462715,0.787331833,0.870397006,0.825267195,0.788152138,0.778938072,0.841998991,0.936881948,1.0,0.980390368,0.998942867,0.760462315,0.657335251,0.580264671,0.290132335,0.184472254
0.833529364,0.134888514,0.0063716,0.0,0.034549706,0.309548727,0.546821469,0.643256102,0.83059195,0.785659546,0.72264704,0.658869152,0.658869152,0.691803204,0.833529364,1.0,0.998303145,0.783204084,0.683373185,0.412619652,0.484208939,0.084866525,0.00152365
0.001719533,0.0,0.075889451,0.332941277,0.467463234,0.477754388,0.479741916,0.482123618,0.484372989,0.483431917,0.483039894,0.481732261,0.392415992,0.431335602,0.583065854,0.812300712,0.999609011,1.0,1.0,0.948950351,0.573322308,0.439908687,0.131648175
0.0,0.000290586,0.068742395,0.360130639,0.577668706,0.497224723,0.474644256,0.48428447,0.485065925,0.481215776,0.483126235,0.483829446,0.476697782,0.470151654,0.688327357,0.96863523,1.0,1.0,1.0,0.995364856,0.644804854,0.482673883,0.132772027
0.180859585,0.179774978,0.24413346,0.467883098,0.568324353,0.571828062,0.575073492,0.567901517,0.563492302,0.573864406,0.575645605,0.575395151,0.564295856,0.553199022,0.781733854,0.973502396,1.0,1.0,1.0,1.0,0.790573102,0.473689894,0.0
0.180885985,0.179283461,0.259133342,0.512244974,0.56079203,0.563159755,0.5703237,0.574385098,0.57632232,0.577254191,0.577059559,0.576311965,0.575894974,0.587109115,0.807645406,0.995347426,0.99987762,0.99992605,1.0,0.788112878,0.504452062,0.0,0.279211264
0.180280607,0.180093003,0.233286444,0.433694285,0.575565032,0.570928838,0.573357368,0.570651349,0.569885931,0.575550355,0.578011576,0.57181734,0.532824904,0.531646547,0.778431896,0.985964421,1.0,1.0,1.0,0.995871789,0.785079717,0.0,0.0
0.001538435,0.0,0.092645225,0.382163556,0.470030688,0.487703634,0.47086836,0.483660638,0.479849461,0.479587754,0.479485047,0.475483207,0.47211573,0.450757697,0.775123949,0.994625475,1.0,1.0,1.0,0.746282288,0.333613388,0.131221028,0.017007376
0.0,0.001088135,0.064242429,0.350738186,0.477218661,0.481512687,0.463370481,0.479172952,0.479628804,0.475055717,0.480939066,0.479273288,0.482187828,0.326071499,0.476475746,0.77518697,0.997258589,1.0,1.0,1.0,0.978794114,0.371161586,0.377374063
0.0,0.001660291,0.058731391,0.318050494,0.473343968,0.482657606,0.481287638,0.477088532,0.459729957,0.477244432,0.472726648,0.422066482,0.474692638,0.339424024,0.673857103,0.753013782,0.999729056,1.0,1.0,1.0,0.971190965,0.422214487,0.325793265
