h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
0.170406915,0.181702285,0.201622701,0.0,0.545739068,0.574962256,0.571703391,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.0,0.431221692,0.706529799,0.862443384,0.999919628,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.000311214,0.054388952,0.305572622,0.392906159,0.478789158,0.44086237,0.470540258,0.435173875,0.466177296,0.466136027,0.481066978,0.481066978,0.441328411,0.736525598,0.931426509,1.0,1.0,1.0,1.0,0.761713962,0.40789008,0.468923034
0.943815832,0.314468268,0.197603632,0.195667486,0.182098202,0.314605277,0.511306003,0.731135951,0.831400189,0.943815832,0.809214218,0.786513193,0.786513193,0.881970857,0.943815832,1.0,0.883012781,0.661099487,0.621661946,0.560248716,0.0,0.226826082,0.195732068
0.180673571,0.181243323,0.190786242,0.0,0.489441758,0.57135138,0.549373022,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.447132639,0.625695393,0.776322699,0.987076951,1.0,1.0,1.0,1.0,1.0,0.996989398
0.181679775,0.182055419,0.177469081,0.163848908,0.0,0.578105934,0.578105934,0.548314219,0.558436092,0.575899195,0.577888728,0.576776512,0.579979689,0.576303932,0.765726059,0.977298856,1.0,0.812192088,0.757230089,0.59969902,0.510086732,0.578105934,0.289052967
0.6,0.388992879,0.245919124,0.237463547,0.220703611,0.388760742,0.721371256,0.77687307,0.785468654,0.998667652,0.799673642,0.791349729,0.792328832,0.797812372,0.915763264,1.0,0.924150908,0.787332171,0.791088595,0.768832522,0.0,0.255952885,0.250346345
0.432094322,0.226934577,0.181094449,0.178076212,0.164328528,0.0,0.508931204,0.55199938,0.572063174,0.575124446,0.574139464,0.5751274,0.575639584,0.576342171,0.783275317,0.994379314,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.892017207,0.144521667,0.008345336,0.0,0.002533578,0.317422047,0.481009403,0.620899918,0.743986815,0.926845474,0.804595102,0.708375319,0.663222807,0.787141619,0.873852693,1.0,0.999835588,0.977058573,0.76091569,0.460782575,0.318608248,0.12938055,0.012340074
0.180492932,0.181066311,0.24375568,0.469892871,0.629016347,0.612023708,0.568377188,0.573549207,0.573960124,0.574159049,0.573256783,0.554597794,0.573735166,0.498562249,0.72205248,0.862443384,1.0,1.0,1.0,1.0,0.807220168,0.436337844,0.0
1.0,0.174960672,0.022507588,0.017911839,0.0,0.17645334,0.43640996,0.573830273,0.626768523,0.873637749,0.557023862,0.583264688,0.584930275,0.593013511,0.794113335,0.814905353,0.791406789,0.58809916,0.574383703,0.405134424,0.17645334,0.033570082,0.022998627
0.0,0.007894053,0.025774109,0.310497532,0.475275825,0.478319351,0.442249305,0.422854623,0.467051069,0.452473855,0.469305674,0.418812047,0.484747274,0.346061206,0.571735055,0.837464431,1.0,1.0,1.0,1.0,1.0,1.0,0.999930018
0.001017186,0.0,0.077427506,0.338578523,0.47766059,0.484422698,0.481865035,0.477220342,0.479232923,0.478223567,0.475601668,0.467507916,0.481987087,0.416543337,0.662643898,0.875117406,0.99986367,1.0,1.0,0.993873309,0.567579511,0.376628486,0.132165744
0.001006054,0.0,0.071120002,0.346722393,0.467923089,0.479021993,0.481362107,0.479546166,0.479410063,0.472255145,0.475099085,0.460491323,0.447032491,0.354670652,0.505453045,0.79003405,0.916158998,0.997249167,1.0,0.869014971,0.370668024,0.323688743,0.130709038
0.436043855,0.23261466,0.181167444,0.176020977,0.169748961,0.0,0.568804843,0.555896913,0.566082826,0.576485921,0.575125548,0.57537219,0.5678747,0.565354459,0.675447276,0.768395381,0.862443384,0.862443384,0.902826766,1.0,1.0,1.0,0.999866683
0.174385736,0.18057077,0.173718527,0.0,0.545173241,0.570117383,0.574825384,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.0,0.431506405,0.669138429,0.788910555,0.990685769,1.0,1.0,1.0,1.0,1.0,0.99980633
0.456612909,0.213713187,0.027446505,0.02089541,0.0,0.209865957,0.563944634,0.667984264,0.698380315,0.689039936,0.712014852,0.702826993,0.692562086,0.691775885,0.981464688,1.0,0.939380222,0.939380222,0.883891123,0.577533425,0.697996566,0.214979233,0.020845473
0.000998416,0.0,0.037221756,0.325738949,0.462160234,0.480599576,0.478349443,0.47214261,0.475681976,0.474745654,0.460250958,0.454272084,0.481750777,0.333530123,0.629488286,0.823060404,0.999996425,1.0,1.0,1.0,0.87615604,0.51718005,0.333265649
0.181133349,0.180976651,0.221740888,0.431409969,0.575938656,0.574651902,0.569877049,0.535433375,0.568735801,0.574962256,0.574962256,0.530155038,0.574962256,0.489004381,0.751542316,0.933153783,1.0,1.0,1.0,0.999902183,0.789522561,0.527413825,0.0
0.181316395,0.180774591,0.185313245,0.0,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.563660756,0.57245593,0.574962256,0.0,0.431221692,0.661176134,0.854418664,0.996550996,1.0,1.0,1.0,1.0,1.0,0.839703419
0.431153994,0.255264302,0.181243768,0.178396204,0.177144458,0.0,0.574871993,0.558258324,0.55883286,0.567748481,0.565672631,0.572183989,0.569357225,0.555623958,0.691678908,0.766746539,0.759549575,0.834917916,0.902321847,0.999319318,0.99984301,0.99984301,1.0
0.001841255,0.0,0.085513904,0.367845295,0.4756175,0.483501303,0.478132966,0.480883454,0.479600043,0.480458434,0.481773884,0.47735888,0.450374606,0.403568994,0.722027555,0.950909359,1.0,1.0,1.0,0.995413691,0.634035388,0.315349679,0.132319334
0.0,0.002046945,0.059177395,0.314485288,0.480347554,0.480919015,0.473669148,0.465609696,0.476344293,0.483438566,0.485342749,0.484101153,0.43655952,0.449390134,0.700328976,0.908180097,1.0,1.0,1.0,1.0,0.934930855,0.518231312,0.343491641
0.0,0.00133829,0.073249172,0.365668756,0.476628992,0.481141667,0.474479437,0.465817152,0.476195406,0.482063576,0.481677772,0.473893495,0.425924495,0.4539081,0.729375069,0.967823058,1.0,1.0,1.0,0.992132004,0.44279787,0.432194666,0.132183081
0.181072246,0.17991837,0.262131778,0.489382873,0.574956041,0.572148073,0.565794144,0.572753792,0.571545186,0.570281553,0.574109685,0.571875652,0.574694195,0.576077752,0.807799192,0.997248701,1.0,1.0,0.998911241,0.800288133,0.492274581,0.0,0.204893581
0.546729729,0.228665674,0.180106503,0.174231198,0.172591479,0.0,0.574642771,0.524744976,0.571724079,0.575626726,0.575466394,0.576082664,0.575453807,0.572643523,0.752838789,0.925649843,1.0,1.0,1.0,0.999702532,0.747625627,0.895766201,0.77085923
0.012112026,0.011577385,0.066134813,0.348204778,0.479329596,0.491295978,0.426465527,0.495742877,0.495742877,0.495742718,0.477893601,0.479842251,0.495742877,0.418840885,0.624031919,0.812127912,1.0,0.742033152,0.800396112,0.476203536,0.329521356,0.142530048,0.0
0.176586723,0.176277339,0.284288662,0.553315708,0.727459006,0.755620361,0.586468715,0.574538271,0.570824984,0.572785194,0.578681485,0.569141215,0.58582737,0.686385847,0.83935802,0.999792231,0.999820459,0.999820459,1.0,0.781261019,0.50222984,0.0,0.261061591
0.179084068,0.173849387,0.26774557,0.52736745,0.754441523,0.768957087,0.676309799,0.568185917,0.571420288,0.566548223,0.763858925,0.645049103,0.57220358,0.644302243,0.873536887,1.0,1.0,1.0,1.0,0.817374175,0.498977481,0.0,0.214995273
0.005326271,0.003014721,0.089021288,0.348491669,0.460264872,0.481188865,0.484375287,0.478008845,0.480529728,0.485278793,0.486809535,0.485642158,0.486949861,0.482536641,0.822188613,0.999903115,0.999903115,0.999903115,1.0,0.62734919,0.357039205,0.134713904,0.0
0.181349581,0.180420572,0.219600943,0.0,0.542794318,0.576924368,0.547839418,0.567222768,0.552411298,0.568553241,0.564728987,0.559625785,0.562233104,0.493220371,0.787097456,0.897222598,1.0,0.996860789,0.925642705,0.752669919,0.473866818,0.287481128,0.181830516
0.190022925,0.180455702,0.205365023,0.0,0.567039586,0.574040817,0.574962256,0.574962256,0.573040822,0.570230922,0.574962256,0.574962256,0.0,0.431221692,0.574742395,0.773387325,0.863899436,0.9999924,1.0,1.0,1.0,1.0,0.849957618
0.163825947,0.182919273,0.176369442,0.165011474,0.0,0.556538295,0.574962256,0.574962256,0.557531517,0.57237914,0.575498449,0.574829245,0.574010596,0.573330991,0.75695291,0.862443384,0.976068331,0.997464172,1.0,1.0,0.853959909,0.563656956,0.494982234
0.168506004,0.17879214,0.202938701,0.0,0.47116742,0.560655116,0.571804776,0.557394865,0.549286977,0.570945717,0.574962256,0.54577459,0.549693417,0.528202247,0.695311976,0.877251076,1.0,0.998673703,0.999871778,1.0,1.0,1.0,0.999933485
0.180604874,0.179409948,0.238444743,0.49174863,0.56705042,0.577120284,0.573088624,0.558282905,0.556687428,0.570305543,0.572132016,0.555963002,0.495686518,0.490423287,0.718208952,0.862443384,0.999712158,1.0,0.996204678,0.803727596,0.480077985,0.0,0.234830319
0.433654718,0.251084123,0.18178307,0.175531688,0.16710577,0.0,0.537541507,0.554615041,0.564501841,0.574810543,0.564640545,0.572731904,0.571278893,0.571086245,0.732672481,0.85868164,0.785137322,0.856489349,0.862443384,0.999569429,1.0,1.0,0.98807548
0.00105162,0.0,0.083931272,0.391314265,0.457236495,0.471376306,0.482321715,0.481536627,0.482349588,0.479034767,0.48299444,0.481127769,0.477481438,0.478482056,0.762226366,0.993326792,1.0,1.0,1.0,0.791440193,0.33296439,0.130487061,0.003335691
0.287481128,0.207934248,0.180751723,0.179091079,0.16941553,0.144659663,0.0,0.552609479,0.549163713,0.57285007,0.573938203,0.572217122,0.549257939,0.558998222,0.696114072,0.801446231,0.998196416,1.0,1.0,1.0,1.0,1.0,0.999963661
0.178422724,0.176712949,0.249557177,0.486204636,0.575327431,0.616357347,0.562201487,0.574213456,0.580753869,0.711862753,0.785241322,0.7238439,0.571158631,0.736884704,0.862443384,0.998247243,1.0,1.0,0.999999285,0.782055688,0.551559446,0.504841447,0.0
0.181057593,0.180277478,0.25161024,0.477293771,0.589947918,0.581570076,0.563982993,0.572855399,0.576274983,0.576097166,0.577563748,0.575941534,0.54890743,0.553988725,0.785061682,0.974712078,1.0,1.0,1.0,0.90890177,0.525416053,0.0,0.287308251
0.177144155,0.179484239,0.24544401,0.45544227,0.569192552,0.568120724,0.571335901,0.570263638,0.567653072,0.571464302,0.573643208,0.546096061,0.574962256,0.485013739,0.749542394,0.912715073,1.0,1.0,1.0,1.0,0.786099919,0.46786551,0.0
0.179704718,0.178021049,0.252448041,0.481783406,0.564473044,0.571119175,0.575450352,0.568077121,0.569660274,0.566517953,0.562345675,0.570100353,0.554188109,0.484900688,0.73512361,0.872982249,1.0,1.0,1.0,0.999704693,0.786575024,0.442627784,0.0
0.000493606,0.0,0.071564614,0.340247544,0.483261545,0.475912704,0.471341859,0.472529906,0.464838199,0.464184392,0.475934426,0.440501741,0.481184895,0.444881828,0.723242646,0.851572313,0.998580173,0.999874809,1.0,0.999863083,0.730494171,0.339296229,0.130275938
0.001266123,0.0,0.073047285,0.343197182,0.473564831,0.481644297,0.475204712,0.479332327,0.481585428,0.481434039,0.483853895,0.486105068,0.46607571,0.434123971,0.72610524,0.969714843,1.0,1.0,0.999746524,0.719015743,0.408498484,0.308535526,0.133789949
0.0,0.004664213,0.082870625,0.360339713,0.450498601,0.483905833,0.479786902,0.462637335,0.464463914,0.48215848,0.4717001,0.45970863,0.476220362,0.376249764,0.713701171,0.966501039,1.0,1.0,1.0,1.0,0.999711685,0.6953736,0.384431438
0.176816227,0.180457368,0.213063949,0.0,0.545963323,0.574812285,0.574762849,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.0,0.431221692,0.59367922,0.806469522,0.999012256,1.0,1.0,1.0,1.0,1.0,0.983445507
0.412309182,0.214971022,0.181339247,0.180460386,0.197978651,0.0,0.574962256,0.542645021,0.569397208,0.577296024,0.576508933,0.575199432,0.576347821,0.574116262,0.741715681,0.888632126,0.999973698,0.999789787,1.0,1.0,1.0,1.0,1.0
0.179229504,0.180038896,0.241399882,0.485081658,0.61046163,0.71870282,0.556593098,0.576845018,0.574377729,0.570292295,0.572970914,0.572348506,0.57601216,0.575682682,0.843015328,1.0,1.0,1.0,0.999845106,0.755976565,0.522795565,0.0,0.227939008
0.832002607,0.129970495,0.004855299,0.0,0.014540675,0.308706332,0.416440919,0.60606234,0.712422727,0.826988893,0.798715741,0.676345706,0.680457172,0.694448082,0.818209677,0.875563577,1.0,0.9514893,0.812409736,0.5563616,0.3499763,0.13361926,0.00028852
0.180665264,0.178679383,0.243050006,0.501759355,0.549858443,0.648045636,0.566131929,0.573984691,0.575066962,0.567724781,0.58791164,0.572473346,0.557350573,0.682993111,0.8552072,0.999513811,1.0,1.0,1.0,0.813581016,0.517368663,0.0,0.224496113
0.430981696,0.230143307,0.181455632,0.184431313,0.168993142,0.0,0.574962256,0.549388035,0.560909613,0.575752387,0.57404515,0.573220364,0.571949399,0.569032205,0.756005606,0.862267658,0.966603226,0.885237216,0.995908342,1.0,1.0,1.0,1.0
0.434739657,0.230941744,0.180843733,0.176836488,0.229683345,0.0,0.47969079,0.574041068,0.574727589,0.573679493,0.575236734,0.57387399,0.559838752,0.554392345,0.762868525,0.958412582,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.000149975,0.0,0.077955959,0.351142547,0.470709987,0.47936331,0.482677334,0.481247398,0.484552378,0.482910994,0.482066757,0.47306385,0.457919017,0.373414179,0.738147783,0.972408377,1.0,1.0,1.0,0.996371766,0.709764898,0.312330453,0.130660214
0.834405298,0.14223766,0.010070713,0.0,0.041128016,0.315287939,0.47281662,0.673887403,0.834405298,0.993653161,0.797848261,0.742379213,0.703728633,0.781566623,0.996539689,1.0,1.0,0.999706705,0.79448566,0.492354665,0.315961571,0.129238118,0.012671753
0.846911657,0.154990305,0.035438656,0.017550163,0.0,0.154990305,0.404736655,0.666396423,0.678695663,0.836865129,0.736428461,0.671068019,0.666396423,0.713753236,0.843354621,0.997793445,0.999836998,1.0,0.99891078,0.762451637,0.335413412,0.154990305,0.035931665
0.001144477,0.0,0.047035806,0.306095055,0.475922396,0.480989759,0.479823168,0.478453428,0.432597056,0.449168596,0.478351668,0.460440807,0.476270557,0.385277231,0.719627418,0.869683011,0.999637612,0.999928679,1.0,1.0,0.969873761,0.490942767,0.314778054
0.180795334,0.177239069,0.257717437,0.505041401,0.575223883,0.591642344,0.566222414,0.56747788,0.57223291,0.574578579,0.566017704,0.574463742,0.575232785,0.60667289,0.845116363,0.999893911,1.0,1.0,0.999780937,0.787390133,0.495403152,0.0,0.233178327
0.000859475,0.0,0.055599329,0.320578558,0.475890514,0.483922596,0.461800581,0.449919928,0.447340747,0.466929981,0.478542444,0.446336397,0.481497647,0.361100079,0.738048939,0.832195069,0.997684945,1.0,1.0,1.0,0.922060512,0.407623725,0.357868849
0.438830164,0.235816107,0.181552379,0.179541387,0.191767685,0.0,0.0,0.555553719,0.545725815,0.574907709,0.575724641,0.573914453,0.562160219,0.553918621,0.665925229,0.831865395,0.85044488,0.862443384,0.9717395,1.0,1.0,1.0,0.994803349
0.001295138,0.0,0.081886226,0.373766628,0.491790279,0.464609951,0.481297864,0.480424484,0.480028507,0.483444569,0.48322136,0.4831537,0.461448663,0.452127841,0.740822167,0.9793723,1.0,1.0,1.0,0.968138624,0.56005179,0.444893933,0.130715011
0.000558574,0.0,0.060159521,0.338410512,0.467031789,0.480401012,0.480724867,0.479219236,0.481187051,0.478799797,0.470121287,0.460997286,0.481461152,0.38795898,0.492005295,0.827659311,1.0,1.0,1.0,0.999823124,0.743669893,0.321508166,0.130739046
1.0,0.171510139,0.017725372,0.012998249,0.0,0.171510139,0.439451243,0.610365614,0.885128344,0.792877535,0.792877535,0.620758765,0.587468655,0.630027744,0.88447955,0.867162175,0.833376209,0.782419824,0.56349376,0.497248763,0.171510139,0.023201818,0.01669876
0.009908657,0.009047653,0.100354437,0.422241654,0.477147032,0.515629944,0.48127145,0.479664211,0.484919807,0.485705661,0.48748767,0.488073306,0.463233542,0.4661563,0.768432577,0.997758344,1.0,1.0,0.995368595,0.680652756,0.335496099,0.13839759,0.0
0.436384897,0.248346639,0.180808228,0.173940815,0.22243214,0.0,0.490990049,0.562516369,0.575017416,0.576401369,0.56794709,0.534969898,0.570875656,0.554841259,0.570451219,0.71870282,0.816420925,0.975170266,0.999999671,1.0,1.0,1.0,1.0
0.180301186,0.175991468,0.260860104,0.538078917,0.672187975,0.701125057,0.562145386,0.573037809,0.573830776,0.575896261,0.575526627,0.574552656,0.570759956,0.592624392,0.863046459,1.0,1.0,1.0,1.0,0.821686616,0.433281899,0.0,0.234530737
0.181267902,0.180531306,0.23819849,0.452069667,0.56953214,0.575839002,0.568916267,0.557454815,0.574112884,0.559455968,0.56401339,0.535527882,0.574429969,0.464963736,0.601323325,0.80138086,0.943393496,0.998980687,1.0,0.83328426,0.43127001,0.0,0.261540406
0.181071691,0.179432019,0.238950759,0.454428704,0.570031982,0.572625019,0.567899745,0.570883567,0.574130616,0.574564421,0.574147122,0.553009235,0.555536469,0.513920914,0.780596583,0.794915614,0.989410433,1.0,1.0,0.999976918,0.733156,0.441509318,0.0
0.0,0.004313509,0.098149021,0.4578619,0.532684231,0.582660788,0.477219868,0.479911542,0.48525988,0.484525543,0.484552537,0.48334748,0.416023388,0.395835901,0.724243801,0.943467858,1.0,1.0,1.0,0.985429088,0.481688511,0.313474194,0.136619451
0.0,0.003445652,0.073351918,0.455416349,0.528751252,0.52955576,0.478196982,0.484462863,0.480870455,0.599696295,0.532330028,0.491029764,0.490889365,0.680915927,0.886966625,1.0,1.0,1.0,0.998865675,0.734236221,0.386783491,0.137572646,0.050089127
0.181131287,0.180363078,0.224169596,0.431206068,0.555274081,0.576059993,0.557568558,0.574941424,0.57432723,0.574941424,0.573179251,0.561471612,0.0,0.433543492,0.607524973,0.78143864,0.99819385,0.999963768,0.999963768,1.0,0.789001599,0.436901381,0.0
0.0,0.010127705,0.047062864,0.311435127,0.44440895,0.446871028,0.481406965,0.481412176,0.485447922,0.4723028,0.473447251,0.440935434,0.417724952,0.38728661,0.643043696,0.731696115,0.833473512,0.833473512,0.9966838,1.0,1.0,0.999661082,0.713922904
0.180413454,0.177684206,0.260964241,0.509564786,0.574216113,0.677250671,0.571022499,0.573955106,0.573624975,0.57110658,0.571483459,0.574461329,0.569194796,0.580895634,0.800892731,0.996010643,0.999820306,0.999820306,1.0,0.789117321,0.515606192,0.0,0.216391489
0.437557349,0.247280865,0.181582411,0.176786195,0.198985721,0.0,0.478714998,0.566229859,0.575725404,0.571996338,0.574707257,0.57545383,0.533788235,0.561745137,0.569689405,0.825059766,0.853515123,0.763224756,0.87167189,0.999897003,1.0,1.0,0.998389974
0.177418436,0.176461311,0.236185904,0.47088973,0.57221787,0.573694893,0.574725734,0.575083125,0.574244689,0.571842508,0.571612761,0.571773367,0.513822075,0.507247108,0.751031949,0.903428091,1.0,1.0,1.0,0.998981417,0.746840116,0.437678302,0.0
0.180319411,0.179168499,0.259333915,0.52106505,0.57255418,0.583204728,0.5703346,0.575489991,0.575716997,0.576642942,0.57845644,0.577191773,0.569832438,0.569977037,0.789099342,0.994805972,1.0,1.0,1.0,0.787587617,0.476512033,0.0,0.211552984
0.001250384,0.0,0.073323571,0.359190185,0.470409202,0.474476964,0.472001731,0.477576088,0.478333378,0.479178446,0.480153103,0.480981904,0.381309545,0.389065327,0.694903751,0.834855578,0.999885669,1.0,1.0,1.0,0.700160569,0.326386286,0.130671631
0.000791929,0.0,0.067020445,0.329947905,0.474140537,0.479413982,0.478462425,0.444224808,0.462560106,0.473660431,0.468442841,0.467140322,0.453132946,0.442494708,0.737171075,0.989942585,1.0,1.0,1.0,1.0,0.780285249,0.306004046,0.130618718
0.178079798,0.180526485,0.179499076,0.0,0.512956496,0.564786894,0.574962256,0.0,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.464951841,0.567338222,0.827824937,0.862443384,0.862443384,0.998477265,1.0,1.0,1.0,0.990344776
0.168514053,0.177220122,0.194967542,0.0,0.496953853,0.557899414,0.574065303,0.574962256,0.574962256,0.574599369,0.549576371,0.572801158,0.572736185,0.538500754,0.592134805,0.775265927,0.900320086,0.995162614,0.998997772,1.0,1.0,1.0,0.999534676
0.000693312,0.0,0.069766945,0.338474684,0.483689609,0.480126466,0.476318328,0.480715244,0.47939794,0.478033069,0.472610559,0.457875753,0.45653337,0.46058784,0.742519461,0.97557782,1.0,1.0,1.0,0.99997134,0.729117429,0.341971472,0.130891145
0.178354688,0.179821245,0.239672783,0.470655623,0.570200049,0.573487201,0.567799164,0.562559349,0.561094034,0.570336546,0.571977994,0.547035055,0.524300008,0.530602586,0.762924575,0.928556083,1.0,1.0,1.0,0.999287363,0.78873834,0.509695974,0.0
0.18116294,0.180435446,0.249367952,0.475628179,0.571436381,0.57432344,0.576498608,0.56821451,0.566531054,0.562369551,0.559250267,0.529639924,0.574962256,0.49353103,0.715313677,0.872210344,1.0,1.0,1.0,0.932973305,0.503495505,0.0,0.223440036
0.438207209,0.247738608,0.179848465,0.175883019,0.190528218,0.0,0.574962256,0.561432309,0.576195671,0.576715471,0.576236791,0.575936815,0.565912503,0.571660466,0.756559048,0.862511445,1.0,0.999976165,1.0,1.0,1.0,1.0,1.0
0.175737027,0.180341958,0.180967191,0.0,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.574962256,0.0,0.0,0.431221692,0.606160264,0.843821771,0.999681987,1.0,1.0,1.0,1.0,1.0,0.874289046
0.888794016,0.289471591,0.182422546,0.179382956,0.166621803,0.290029991,0.489929098,0.617826136,0.768304417,0.799025661,0.741064833,0.697912795,0.577487687,0.778530491,0.833839331,0.942069563,1.0,0.83441958,0.770638728,0.487824371,0.0,0.27145279,0.182784371
0.178425101,0.179761051,0.245930078,0.491174942,0.562162274,0.574718726,0.544957956,0.559131802,0.57161425,0.570459399,0.557153936,0.570261302,0.528430728,0.538246542,0.786316643,0.971503977,0.999820306,0.999820306,0.999820306,1.0,0.783087103,0.452667503,0.0
